no;Jenis Penugasan;kluster;ragam;provinsi;kab/kota;latitude;longitude;Tahun Pendataan;Jenis Bantuan;Dampak
142;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Obat-obatan, Tongkat, dann Transportasi;Peningkatan keseimbangan dan mobilitas
143;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Obat-obatan, Tongkat, dann Transportasi;Peningkatan keseimbangan dan mobilitas
144;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Obat-obatan, Tongkat, dann Transportasi;Peningkatan keseimbangan dan mobilitas
145;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Obat-obatan, Tongkat, dann Transportasi;Peningkatan keseimbangan dan mobilitas
146;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Obat-obatan, Tongkat, dann Transportasi;Peningkatan keseimbangan dan mobilitas
147;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Obat-obatan, Tongkat, dann Transportasi;Peningkatan keseimbangan dan mobilitas
148;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Obat-obatan, Tongkat, dann Transportasi;Peningkatan keseimbangan dan mobilitas
149;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Obat-obatan, Tongkat, dann Transportasi;Peningkatan keseimbangan dan mobilitas
150;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Obat-obatan, Tongkat, dann Transportasi;Peningkatan keseimbangan dan mobilitas
151;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Obat-obatan, Tongkat, dann Transportasi;Peningkatan keseimbangan dan mobilitas
152;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Obat-obatan, Tongkat, dann Transportasi;Peningkatan keseimbangan dan mobilitas
153;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
154;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
155;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
156;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
157;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
158;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
159;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
160;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
161;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
162;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
163;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
164;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
165;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
166;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
167;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
168;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
169;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
170;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
171;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
172;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
173;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
174;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
175;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
176;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
177;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
178;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
179;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
180;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
181;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
182;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
183;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Nutrisi;Peningkatan akses makanan dan pengurangan beban ekonomi
184;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Nutrisi;Peningkatan akses makanan dan pengurangan beban ekonomi
185;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Nutrisi;Peningkatan akses makanan dan pengurangan beban ekonomi
186;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
187;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
188;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Nutrisi;Peningkatan akses makanan dan pengurangan beban ekonomi
189;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
190;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Nutrisi;Peningkatan akses makanan dan pengurangan beban ekonomi
191;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
192;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
193;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
194;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
195;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
196;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
197;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
198;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
199;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Nutrisi;Peningkatan akses makanan dan pengurangan beban ekonomi
200;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Nutrisi;Peningkatan akses makanan dan pengurangan beban ekonomi
201;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Nutrisi;Peningkatan akses makanan dan pengurangan beban ekonomi
202;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
203;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
204;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
205;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
206;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Nutrisi;Peningkatan akses makanan dan pengurangan beban ekonomi
207;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
208;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
209;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
210;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
211;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
212;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
213;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
214;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
215;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
216;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
217;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
218;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
219;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
220;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
221;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
222;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
223;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
224;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
225;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
226;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
227;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
228;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
229;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
230;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
231;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
232;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
233;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
234;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
235;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kota Kupang;-10.21667000;123.60000000;2024;Tongkat;Peningkatan keseimbangan dan mobilitas
236;Non-Residensial;Kelompok Rentan;Bencana Alam;NTT;Kab. Sikka;-8.66667000;122.36667000;2024;Perlengkapan Sekolah;Peningkatan akses pendidikan dan dukungan akademik
237;Non-Residensial;Lansia;Lanjut Usia;NTT;TTU;-9.33136000;124.51904000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
238;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
239;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Perlengkapan Sekolah;Peningkatan akses makanan dan pengurangan beban ekonomi
240;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Kebutuhan Bayi;Peningkatan akses makanan dan pengurangan beban ekonomi
241;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Perlengkapan Sekolah;Peningkatan akses makanan dan pengurangan beban ekonomi
242;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Kebutuhan Bayi;Peningkatan akses makanan dan pengurangan beban ekonomi
243;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
244;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Ternak;Peningkatan pendapatan dan ketahanan pangan
245;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Perlengkapan Sekolah;Peningkatan akses makanan dan pengurangan beban ekonomi
246;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
247;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Perlengkapan Sekolah;Peningkatan akses makanan dan pengurangan beban ekonomi
248;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Perlengkapan Sekolah;Peningkatan akses makanan dan pengurangan beban ekonomi
249;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako dan Perlengkapan Sekolah;Peningkatan akses makanan dan pengurangan beban ekonomi
250;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
251;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
252;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
253;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2024;Ternak;Peningkatan pendapatan dan ketahanan pangan
254;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Sandang dan Buku Edukasi;Peningkatan kesehatan dan rasa percaya diri
255;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Sandang dan Buku Edukasi;Peningkatan kesehatan dan rasa percaya diri
256;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Sandang dan Buku Edukasi;Peningkatan kesehatan dan rasa percaya diri
257;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Sandang dan Buku Edukasi;Peningkatan kesehatan dan rasa percaya diri
258;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Sandang dan Buku Edukasi;Peningkatan kesehatan dan rasa percaya diri
259;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Sandang dan Buku Edukasi;Peningkatan kesehatan dan rasa percaya diri
260;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Sandang dan Buku Edukasi;Peningkatan kesehatan dan rasa percaya diri
261;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Sandang dan Buku Edukasi;Peningkatan kesehatan dan rasa percaya diri
262;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Sandang dan Buku Edukasi;Peningkatan kesehatan dan rasa percaya diri
263;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Sandang dan Buku Edukasi;Peningkatan kesehatan dan rasa percaya diri
264;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Sandang dan Buku Edukasi;Peningkatan kesehatan dan rasa percaya diri
265;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Sandang dan Buku Edukasi;Peningkatan kesehatan dan rasa percaya diri
266;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Sandang dan Buku Edukasi;Peningkatan kesehatan dan rasa percaya diri
267;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Sandang dan Buku Edukasi;Peningkatan kesehatan dan rasa percaya diri
